jcompany,jdescription,jlocation,jpublish,jsalary,jtitle,jurl
Eram Talent,https://sa.linkedin.com/company/eramtalent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,Eram Talent,Civil Inspector (T & I) (Saudi Arabia),https://pk.linkedin.com/jobs/view/civil-inspector-t-i-saudi-arabia-at-eram-talent-3725632029?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=lrnXvFxE4Vh%2FWPFDv3WrVw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Unilever,https://uk.linkedin.com/company/unilever?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 week ago,Unilever,Aspire for Unilever - Assistant Project Delivery Manager (APDM),https://pk.linkedin.com/jobs/view/aspire-for-unilever-assistant-project-delivery-manager-apdm-at-unilever-3704043966?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=XRN%2B0mkzpJQ247191QnHMA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
The Citizens Foundation,https://pk.linkedin.com/company/the-citizens-foundation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",2 weeks ago,The Citizens Foundation,Head of School Operations Excellence,https://pk.linkedin.com/jobs/view/head-of-school-operations-excellence-at-the-citizens-foundation-3728459022?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=uUNSofaUWVAQ7j3qNwqwdA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Jeeny,https://sa.linkedin.com/company/jeenyme?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,Jeeny,Growth Analyst,https://pk.linkedin.com/jobs/view/growth-analyst-at-jeeny-3712646390?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=W4AkyfRN3qxRuqOr3NfseA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
The Citizens Foundation,https://pk.linkedin.com/company/the-citizens-foundation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",3 days ago,The Citizens Foundation,Assistant Manager Training - Early Childhood Education,https://pk.linkedin.com/jobs/view/assistant-manager-training-early-childhood-education-at-the-citizens-foundation-3740402501?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=OTYXDqg%2Bsjl3jAFjmXH5Cg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
The Indus Hospital,https://pk.linkedin.com/company/indus-hospital-health-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 days ago,The Indus Hospital,Senior Officer,https://pk.linkedin.com/jobs/view/senior-officer-at-the-indus-hospital-3740928926?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=sRDe2Plm%2Fs4oA9qPs%2Bn%2F7A%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
The Indus Hospital,https://pk.linkedin.com/company/indus-hospital-health-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"Badin, Sindh, Pakistan",4 days ago,The Indus Hospital,Medical Officer,https://pk.linkedin.com/jobs/view/medical-officer-at-the-indus-hospital-3739444955?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=t3tSDyjSZD6hOfQSkaf2Pg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Jeeny,https://sa.linkedin.com/company/jeenyme?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",2 weeks ago,Jeeny,Fraud Specialist,https://pk.linkedin.com/jobs/view/fraud-specialist-at-jeeny-3735844912?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=Gg9vpEMzNSKqm76ZmvY5Zw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Unilever,https://uk.linkedin.com/company/unilever?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 week ago,Unilever,Aspire for Unilever - Assistant Channel Manager,https://pk.linkedin.com/jobs/view/aspire-for-unilever-assistant-channel-manager-at-unilever-3704044939?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=RhPunWLtBCKXysK0PPuFVg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
foodpanda,https://sg.linkedin.com/company/foodpanda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",4 days ago,foodpanda,Head of DMart Operations,https://pk.linkedin.com/jobs/view/head-of-dmart-operations-at-foodpanda-3742581399?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=3AcWvPUUi%2BUvkr%2BfZZqVgQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Codup,https://www.linkedin.com/company/codup?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 months ago,Codup,VP Marketing,https://pk.linkedin.com/jobs/view/vp-marketing-at-codup-3691654352?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=bZloUnuiSi2DBDie0ZIQhg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
VentureDive,https://www.linkedin.com/company/venturedive?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",6 days ago,VentureDive,Junior Legal Counsel,https://pk.linkedin.com/jobs/view/junior-legal-counsel-at-venturedive-3737433120?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=lGrjZpBflxsQ3zmvmPv2Ng%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Avery Dennison,https://www.linkedin.com/company/avery-dennison?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",3 weeks ago,Avery Dennison,Production Supervisor,https://pk.linkedin.com/jobs/view/production-supervisor-at-avery-dennison-3730363634?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=QC2U5sDVShUN%2BbyDt7G8dA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
PTCL.Official,https://pk.linkedin.com/company/ptcl-official?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",16 hours ago,PTCL.Official,Executive BO (Gulshan-e-Hadid & Orangi-Baldia) - Karachi,https://pk.linkedin.com/jobs/view/executive-bo-gulshan-e-hadid-orangi-baldia-karachi-at-ptcl-official-3746503128?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=ACDy1fSHLqy6%2Fo%2Bu390y7g%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
The Citizens Foundation,https://pk.linkedin.com/company/the-citizens-foundation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 weeks ago,The Citizens Foundation,Assistant Manager – Technology for Education (TFE),https://pk.linkedin.com/jobs/view/assistant-manager-%E2%80%93-technology-for-education-tfe-at-the-citizens-foundation-3727731100?refId=LFlhVCuvvolt68H5siWKTA%3D%3D&trackingId=2TK2fP5rYSO7a4VeVxyOzw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
People (Professional Employers Pvt Ltd),https://pk.linkedin.com/company/professional-employers-pvt.-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,People (Professional Employers Pvt Ltd),Front Desk Officer (CN-09-23),https://pk.linkedin.com/jobs/view/front-desk-officer-cn-09-23-at-people-professional-employers-pvt-ltd-3716466841?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=ohy1yKSfo1aZ4QwgpUKkOA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card
Premier Sales Private Limited,https://pk.linkedin.com/company/premier-group-pakistan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",3 months ago,Premier Sales Private Limited,MTO - HR,https://pk.linkedin.com/jobs/view/mto-hr-at-premier-sales-private-limited-3660271381?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=zRxKvN9JnTXVLDmvuaL7pg%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card
DM Clinical Research,https://www.linkedin.com/company/dm-clinical-research?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,DM Clinical Research,Accounts Receivable Assistant,https://pk.linkedin.com/jobs/view/accounts-receivable-assistant-at-dm-clinical-research-3738215000?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=usX0pE0uHt%2F2zseUvD1bGw%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card
TekRevol,https://www.linkedin.com/company/tekrevol?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,TekRevol,IT Support Engineer,https://pk.linkedin.com/jobs/view/it-support-engineer-at-tekrevol-3719169207?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=ey%2F%2FU1fCXCs3TzN5Ij%2BY3g%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card
Human Resource Solutions International - HRSI,https://pk.linkedin.com/company/hrsi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",3 days ago,Human Resource Solutions International - HRSI,HR TRAINEE,https://pk.linkedin.com/jobs/view/hr-trainee-at-human-resource-solutions-international-hrsi-3743472347?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=PcxX81DKH6KrWXXinuaz%2FA%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card
The Indus Hospital,https://pk.linkedin.com/company/indus-hospital-health-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",1 week ago,The Indus Hospital,Assistant Head Nurse,https://pk.linkedin.com/jobs/view/assistant-head-nurse-at-the-indus-hospital-3732024769?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=lvIwtht3WwAiLUx62MF3Hw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
The Indus Hospital,https://pk.linkedin.com/company/indus-hospital-health-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",6 days ago,The Indus Hospital,HVAC Technician - M&E,https://pk.linkedin.com/jobs/view/hvac-technician-m-e-at-the-indus-hospital-3736898268?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=L4OXN81L0cGoeeyvegRN%2Bg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card
K-Electric,https://pk.linkedin.com/company/kelectricpk?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",3 months ago,K-Electric,Shift Incharge,https://pk.linkedin.com/jobs/view/shift-incharge-at-k-electric-3675433948?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=TjguiYD%2Fyq%2Fp1z5UOcqhZA%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card
Inbox Business Technologies,https://pk.linkedin.com/company/inbox-business-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",2 weeks ago,Inbox Business Technologies,Technical Support Officer,https://pk.linkedin.com/jobs/view/technical-support-officer-at-inbox-business-technologies-3736178648?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=pNR8Yk1t3hLTmhMevS2X%2Bw%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
Next Generation Innovations (NextGENi),https://pk.linkedin.com/company/nextgeni?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 weeks ago,Next Generation Innovations (NextGENi),Trainee – Android Developer  Position closed,https://pk.linkedin.com/jobs/view/trainee-%E2%80%93-android-developer-position-closed-at-next-generation-innovations-nextgeni-3735912422?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=7JU2NnmAB3BRB7rUGEO2sw%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
Premier Sales Private Limited,https://pk.linkedin.com/company/premier-group-pakistan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 months ago,Premier Sales Private Limited,MTO - Finance,https://pk.linkedin.com/jobs/view/mto-finance-at-premier-sales-private-limited-3698191020?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=WL5F8BA1eaVPzlwdybuc8g%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card
10Pearls,https://www.linkedin.com/company/10pearls?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",6 days ago,10Pearls,Manager Customer Success [Afternoon/Evening Shift],https://pk.linkedin.com/jobs/view/manager-customer-success-afternoon-evening-shift-at-10pearls-3741498435?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=XG8juKaRqgVxOVTfUSE4Xg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
Associated Talent Consultants,https://pk.linkedin.com/company/associated-talent-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,Associated Talent Consultants,Director Plant Operations - Pharma,https://pk.linkedin.com/jobs/view/director-plant-operations-pharma-at-associated-talent-consultants-3709617647?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=HsxmOgTeKS5rKk8eWejVDQ%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card
Kamayi,https://pk.linkedin.com/company/kamayipk?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",5 days ago,Kamayi,GM Restaurant,https://pk.linkedin.com/jobs/view/gm-restaurant-at-kamayi-3742064461?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=Mi%2F%2FAHeMq8tA98U8xioA0g%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
Human Resource Solutions International - HRSI,https://pk.linkedin.com/company/hrsi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,Human Resource Solutions International - HRSI,Station Head-Karachi Airport,https://pk.linkedin.com/jobs/view/station-head-karachi-airport-at-human-resource-solutions-international-hrsi-3706335598?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=xuvEirvfZOUEhw1nq7aPig%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card
Assembly Talent,https://pk.linkedin.com/company/work-for-assembly-industries?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,Assembly Talent,Project Manager / Operations Lead,https://pk.linkedin.com/jobs/view/project-manager-operations-lead-at-assembly-talent-3717769589?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=O9QIqLo9Kb02JOTxmEDihw%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
Hul Hub Pakistan,https://pk.linkedin.com/company/hul-hub-pakistan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",3 days ago,Hul Hub Pakistan,Desktop Support Engineer,https://pk.linkedin.com/jobs/view/desktop-support-engineer-at-hul-hub-pakistan-3745090078?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=eM5r2zkKhKtRw1mS4RX9Ow%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card
PakWheels.com,https://pk.linkedin.com/company/pakwheels?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",5 months ago,PakWheels.com,Car Field Sales Executive - Karachi,https://pk.linkedin.com/jobs/view/car-field-sales-executive-karachi-at-pakwheels-com-3625995308?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=9FnPouiYh8eIWx111ADy3g%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card
Next Generation Innovations (NextGENi),https://pk.linkedin.com/company/nextgeni?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 weeks ago,Next Generation Innovations (NextGENi),Trainee – iOS Developer  Position closed,https://pk.linkedin.com/jobs/view/trainee-%E2%80%93-ios-developer-position-closed-at-next-generation-innovations-nextgeni-3735907823?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=hnTH1CPStRdmEZohohecBw%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card
Bionic Talent,https://www.linkedin.com/company/bionic-talent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",4 days ago,Bionic Talent,Talent Acquisition Specialist - 0105 - Karachi,https://pk.linkedin.com/jobs/view/talent-acquisition-specialist-0105-karachi-at-bionic-talent-3744109234?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=Ws4%2FjJFfIrL8Duu%2FLZA92w%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card
The Indus Hospital,https://pk.linkedin.com/company/indus-hospital-health-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",1 month ago,The Indus Hospital,Officer - Web Developer,https://pk.linkedin.com/jobs/view/officer-web-developer-at-the-indus-hospital-3731039170?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=mjrPpo4BFV7MVyod8EwZdA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card
PakWheels.com,https://pk.linkedin.com/company/pakwheels?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",5 months ago,PakWheels.com,Business Development Executive - Karachi,https://pk.linkedin.com/jobs/view/business-development-executive-karachi-at-pakwheels-com-3625997122?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=DMGEmPTKyXEsyELrFMmm6A%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card
Sui Southern Gas Company Limited,https://pk.linkedin.com/company/sui-southern-gas-company-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Nawabshah, Sindh, Pakistan",2 weeks ago,Sui Southern Gas Company Limited,Assistant Engineer – Operations,https://pk.linkedin.com/jobs/view/assistant-engineer-%E2%80%93-operations-at-sui-southern-gas-company-limited-3735941063?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=gl9Og59CTgGsFlLZq8KLAQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
Avery Dennison,https://www.linkedin.com/company/avery-dennison?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 week ago,Avery Dennison,Quality Control Lead,https://pk.linkedin.com/jobs/view/quality-control-lead-at-avery-dennison-3735305938?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=HnuLkkOAH20MaGuoKIyRZA%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
Procter & Gamble,https://www.linkedin.com/company/procter-and-gamble?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 week ago,Procter & Gamble,Senior Brand Manager,https://pk.linkedin.com/jobs/view/senior-brand-manager-at-procter-gamble-3734892694?refId=wddz2FNY%2Bmrm1ZAIg6SjbQ%3D%3D&trackingId=hxliVP2iSoEGqJ6ksMQUgA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
Procter & Gamble,https://www.linkedin.com/company/procter-and-gamble?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 week ago,Procter & Gamble,Senior Brand Manager,https://pk.linkedin.com/jobs/view/senior-brand-manager-at-procter-gamble-3734892694?refId=w1I55FzBxTs9hYF%2BU7xSjQ%3D%3D&trackingId=CSjAtcsSPgIfYOwkl5wcew%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
Fleek (YC W22),https://www.linkedin.com/company/joinfleek?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,Fleek (YC W22),Marketplace Operations Associate,https://pk.linkedin.com/jobs/view/marketplace-operations-associate-at-fleek-yc-w22-3711359041?refId=w1I55FzBxTs9hYF%2BU7xSjQ%3D%3D&trackingId=Aue4bZ6Fu5oKHrR6OPRCHg%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
HummingBirds Consulting  LLC - now doing Business as HummingBirds Innovation,https://www.linkedin.com/company/hummingbirds-consulting-usa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 week ago,HummingBirds Consulting  LLC - now doing Business as HummingBirds Innovation,Technical Recruiter,https://pk.linkedin.com/jobs/view/technical-recruiter-at-hummingbirds-consulting-llc-now-doing-business-as-hummingbirds-innovation-3737039151?refId=w1I55FzBxTs9hYF%2BU7xSjQ%3D%3D&trackingId=B5CFwCrk1wEbPNLwEorx%2Fw%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
The Citizens Foundation,https://pk.linkedin.com/company/the-citizens-foundation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",1 month ago,The Citizens Foundation,Manager Teachers' Training,https://pk.linkedin.com/jobs/view/manager-teachers-training-at-the-citizens-foundation-3703107813?refId=w1I55FzBxTs9hYF%2BU7xSjQ%3D%3D&trackingId=ShBqlC5sySrIGspop%2F3m%2FQ%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
Gaditek,https://pk.linkedin.com/company/gaditek?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karachi Division, Sindh, Pakistan",2 weeks ago,Gaditek,Assistant Manager Administrative,https://pk.linkedin.com/jobs/view/assistant-manager-administrative-at-gaditek-3732283015?refId=w1I55FzBxTs9hYF%2BU7xSjQ%3D%3D&trackingId=YrVU4fOVxY7DtzrzrzjJgA%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
Kalamcx,https://ae.linkedin.com/company/kalamcx?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karāchi, Sindh, Pakistan",5 months ago,Kalamcx,Pashto VRI/OPI Interpretation Vacancy (Karachi),https://pk.linkedin.com/jobs/view/pashto-vri-opi-interpretation-vacancy-karachi-at-kalamcx-3598177879?refId=w1I55FzBxTs9hYF%2BU7xSjQ%3D%3D&trackingId=h1YdQbaCEnamZDNDCeBZuw%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
